"id","code","category","ipi_cst_in:id","ipi_cst_out:id","active","name"
"ipi_guideline_120","120","Suspensão","cst_ipi_05","cst_ipi_55","1","Produtos classificados NCM 21.06.90.10 Ex 02, 22.01, 22.02, exceto os Ex 01 e Ex 02 do Código 22.02.90.00 e 22.03 saídos de estabelecimento comercial equiparado a industrial destinado aequiparado a industrial - Art. 45 Inciso II do Decreto7.212/2010"
"ipi_guideline_121","121","Suspensão","cst_ipi_05","cst_ipi_55","1","Produtos classificados NCM 21.06.90.10 Ex 02, 22.01, 22.02, exceto os Ex 01 e Ex 02 do Código 22.02.90.00 e 22.03 saídos de importador destinado a equiparado a industrial - Art. 45 Inciso III do Decreto7.212/2010"
"ipi_guideline_122","122","Suspensão","cst_ipi_05","cst_ipi_55","1","Matérias-primas (MP), produtos intermediários (PI) e material de embalagem (ME) destinados a estabelecimento que se dedique à elaboração de produtos classificados nos códigos previstos no art. 25 da Lei 10.684/2003 - Art. 46 Inciso I do Decreto 7.212/2010"
"ipi_guideline_123","123","Suspensão","cst_ipi_05","cst_ipi_55","1","Matérias-primas (MP), produtos intermediários (PI) e material de embalagem (ME) adquiridos por estabelecimentos industriais fabricantes de partes e peças destinadas a estabelecimento industrial fabricante de produto classificado no Capítulo 88 da Tipi - Art. 46 Inciso II do Decreto 7.212/2010"
"ipi_guideline_124","124","Suspensão","cst_ipi_05","cst_ipi_55","1","Matérias-primas (MP), produtos intermediários (PI) e material de embalagem (ME) adquiridos por pessoas jurídicas preponderantemente exportadoras - Art. 46 Inciso III do Decreto 7.212/2010"
"ipi_guideline_125","125","Suspensão","cst_ipi_05","cst_ipi_55","1","Materiais e equipamentos destinados a embarcações pré-registradas ou registradas no Registro Especial Brasileira - REB quando adquiridos por estaleiros navais brasileiros - Art. 46 Inciso IV do Decreto 7.212/2010"
"ipi_guideline_126","126","Suspensão","cst_ipi_05","cst_ipi_55","1","Aquisição por beneficiário de regime aduaneiro suspensivo do imposto, destinado a industrialização para exportação - Art. 47 do Decreto 7.212/2010"
"ipi_guideline_127","127","Suspensão","cst_ipi_05","cst_ipi_55","1","Desembaraço de produtos de procedência estrangeira importados por lojas francas - Art. 48 Inciso I do Decreto 7.212/2010"
"ipi_guideline_128","128","Suspensão","cst_ipi_05","cst_ipi_55","1","Desembaraço de maquinas, equipamentos, veículos, aparelhos e instrumentos sem similar nacional importados por empresas nacionais de engenharia, destinados à execução de obras no exterior - Art. 48 Inciso II do Decreto 7.212/2010"
"ipi_guideline_129","129","Suspensão","cst_ipi_05","cst_ipi_55","1","Desembaraço de produtos de procedência estrangeira com saída de repartições aduaneiras com suspensão do Imposto de Importação - Art. 48 Inciso III do Decreto 7.212/2010"
"ipi_guideline_130","130","Suspensão","cst_ipi_05","cst_ipi_55","1","Desembaraço de matérias-primas, produtos intermediários e materiais de embalagem, importados diretamente por estabelecimento de que tratam os incisos I a III do caput do Decreto 7.212/2010 - Art. 48 Inciso IV do Decreto 7.212/2010"
"ipi_guideline_131","131","Suspensão","cst_ipi_05","cst_ipi_55","1","Remessa de produtos para a ZFM destinados ao seu consumo interno, utilização ou industrialização - Art. 84 do Decreto 7.212/2010"
"ipi_guideline_132","132","Suspensão","cst_ipi_05","cst_ipi_55","1","Remessa de produtos para a ZFM destinados à exportação - Art. 85 Inciso I do Decreto 7.212/2010"
"ipi_guideline_133","133","Suspensão","cst_ipi_05","cst_ipi_55","1","Produtos que, antes de sua remessa à ZFM, forem enviados pelo seu fabricante a outro estabelecimento, para industrialização adicional, por conta e ordem do destinatário - Art. 85 Inciso II do Decreto 7.212/2010"
"ipi_guideline_134","134","Suspensão","cst_ipi_05","cst_ipi_55","1","Desembaraço de produtos de procedência estrangeira importados pela ZFM quando ali consumidos ou utilizados, exceto armas, munições, fumo, bebidas alcoólicas e automóveis de passageiros. - Art. 86 do Decreto 7.212/2010"
"ipi_guideline_135","135","Suspensão","cst_ipi_05","cst_ipi_55","1","Remessa de produtos para a Amazônia Ocidental destinados ao seu consumo interno ou utilização - Art. 96 do Decreto 7.212/2010"
"ipi_guideline_136","136","Suspensão","cst_ipi_05","cst_ipi_55","1","Entrada de produtos estrangeiros na Área de Livre Comércio de Tabatinga - ALCT destinados ao seu consumo interno ou utilização - Art. 106 do Decreto 7.212/2010"
"ipi_guideline_137","137","Suspensão","cst_ipi_05","cst_ipi_55","1","Entrada de produtos estrangeiros na Área de Livre Comércio de Guajará-Mirim - ALCGM destinados ao seu consumo interno ou utilização - Art. 109 do Decreto 7.212/2010"
"ipi_guideline_138","138","Suspensão","cst_ipi_05","cst_ipi_55","1","Entrada de produtos estrangeiros nas Áreas de Livre Comércio de Boa Vista - ALCBV e Bomfim - ALCB destinados a seu consumo interno ou utilização - Art. 112 do Decreto 7.212/2010"
"ipi_guideline_139","139","Suspensão","cst_ipi_05","cst_ipi_55","1","Entrada de produtos estrangeiros na Área de Livre Comércio de Macapá e Santana - ALCMS destinados a seu consumo interno ou utilização - Art. 116 do Decreto 7.212/2010"
"ipi_guideline_140","140","Suspensão","cst_ipi_05","cst_ipi_55","1","Entrada de produtos estrangeiros nas Áreas de Livre Comércio de Brasiléia - ALCB e de Cruzeiro do Sul - ALCCS destinados a seu consumo interno ou utilização - Art. 119 do Decreto 7.212/2010"
"ipi_guideline_141","141","Suspensão","cst_ipi_05","cst_ipi_55","1","Remessa para Zona de Processamento de Exportação - ZPE - Art. 121 do Decreto 7.212/2010"
"ipi_guideline_142","142","Suspensão","cst_ipi_05","cst_ipi_55","1","Setor Automotivo - Desembaraço aduaneiro, chassis e outros - regime aduaneiro especial - industrialização 87.01 a 87.05 - Art. 136, I do Decreto 7.212/2010"
"ipi_guideline_143","143","Suspensão","cst_ipi_05","cst_ipi_55","1","Setor Automotivo - Do estabelecimento industrial produtos 87.01 a 87.05 da TIPI - mercado interno - empresa comercial atacadista controlada por PJ encomendante do exterior. - Art. 136, II do Decreto 7.212/2010"
"ipi_guideline_144","144","Suspensão","cst_ipi_05","cst_ipi_55","1","Setor Automotivo - Do estabelecimento industrial - chassis e outros classificados nas posições 84.29, 84.32, 84.33, 87.01 a 87.06 e 87.11 da TIPI. - Art. 136, III do Decreto 7.212/2010"
"ipi_guideline_145","145","Suspensão","cst_ipi_05","cst_ipi_55","1","Setor Automotivo - Desembaraço aduaneiro, chassis e outros classificados nas posições 84.29, 84.32, 84.33, 87.01 a 87.06 e 87.11 da TIPI quando importados diretamente por estabelecimento industrial - Art. 136, IV do Decreto 7.212/2010"
"ipi_guideline_146","146","Suspensão","cst_ipi_05","cst_ipi_55","1","Setor Automotivo - do estabelecimento industrial matérias-primas, os produtos intermediários e os materiais de embalagem, adquiridos por fabricantes, preponderantemente, de componentes, chassis e outrosclassificados nos Códigos 84.29, 8432.40.00, 8432.80.00, 8433.20, 8433.30.00, 8433.40.00, 8433.5 e 87.01 a 87.06 da TIPI- Art. 136, V do Decreto 7.212/2010"
"ipi_guideline_147","147","Suspensão","cst_ipi_05","cst_ipi_55","1","Setor Automotivo -Desembaraço aduaneiro, as matérias-primas, os produtos intermediários e os materiais de embalagem, importados diretamente por fabricantes, preponderantemente, de componentes, chassis e outrosclassificados nos Códigos 84.29, 8432.40.00, 8432.80.00, 8433.20, 8433.30.00, 8433.40.00, 8433.5 e 87.01 a 87.06 da TIPI - Art. 136, VI do Decreto 7.212/2010"
"ipi_guideline_148","148","Suspensão","cst_ipi_05","cst_ipi_55","1","Bens de Informática e Automação- matérias-primas, os produtos intermediários e os materiais de embalagem, quando adquiridos por estabelecimentos industriais fabricantes dos referidos bens. - Art. 148 do Decreto 7.212/2010"
"ipi_guideline_149","149","Suspensão","cst_ipi_05","cst_ipi_55","1","Reporto - Saída de Estabelecimento de máquinas e outros quando adquiridos por beneficiários do REPORTO - Art. 166, I do Decreto 7.212/2010"
"ipi_guideline_150","150","Suspensão","cst_ipi_05","cst_ipi_55","1","Reporto - Desembaraço aduaneiro de máquinas e outros quando adquiridos por beneficiários do REPORTO - Art. 166, II do Decreto 7.212/2010"
"ipi_guideline_151","151","Suspensão","cst_ipi_05","cst_ipi_55","1","Repes - Desembaraço aduaneiro - bens sem similar nacional importados por beneficiários do REPES - Art. 171 do Decreto 7.212/2010"
"ipi_guideline_152","152","Suspensão","cst_ipi_05","cst_ipi_55","1","Recine - Saída para beneficiário do regime - Art. 14, III da Lei 12.599/2012"
"ipi_guideline_153","153","Suspensão","cst_ipi_05","cst_ipi_55","1","Recine - Desembaraço aduaneiro por beneficiário do regime - Art. 14, IV da Lei 12.599/2012"
"ipi_guideline_154","154","Suspensão","cst_ipi_05","cst_ipi_55","1","Reif - Saída para beneficiário do regime - Lei 12.794/1013, art. 8, III"
"ipi_guideline_155","155","Suspensão","cst_ipi_05","cst_ipi_55","1","Reif - Desembaraço aduaneiro por beneficiário do regime - Lei 12.794/1013, art. 8, IV"
"ipi_guideline_156","156","Suspensão","cst_ipi_05","cst_ipi_55","1","Repnbl-Redes - Saída para beneficiário do regime - Lei nº 12.715/2012, art. 30, II"
"ipi_guideline_157","157","Suspensão","cst_ipi_05","cst_ipi_55","1","Recompe - Saída de matérias-primas e produtos intermediários para beneficiários do regime - Decreto nº 7.243/2010, art. 5º, I"
"ipi_guideline_158","158","Suspensão","cst_ipi_05","cst_ipi_55","1","Recompe - Saída de matérias-primas e produtos intermediários destinados a industrialização de equipamentos - Programa Estímulo Universidade-Empresa - Apoio à Inovação - Decreto nº 7.243/2010, art. 5º, III"
"ipi_guideline_159","159","Suspensão","cst_ipi_05","cst_ipi_55","1","Rio 2016 - Produtos nacionais, duráveis, uso e consumo dos eventos, adquiridos pelas pessoas jurídicas mencionadas no § 2o do art. 4o da Lei nº 12.780/2013 - Lei nº 12.780/2013, Art. 13"
"ipi_guideline_160","160","Suspensão","cst_ipi_05","cst_ipi_55","1","Regime Especial de Admissão Temporária nos Termos do Art. 2o da IN 1361/2013"
"ipi_guideline_161","161","Suspensão","cst_ipi_05","cst_ipi_55","1","Regime Especial de Admissão Temporária nos termos do art. 5o da IN 1361/2013"
"ipi_guideline_162","162","Suspensão","cst_ipi_05","cst_ipi_55","1","Regime Especial de Admissão Temporária nos termos do art. 7o da IN 1361/2013 (Suspensão com pagamento de tributos diferidos até a duração do regime, limitado a 100% do valor original)"
"ipi_guideline_163","163","Suspensão","cst_ipi_05","cst_ipi_55","1","REPETRO-Industrialização 
  Venda no mercado interno de matérias-primas, produtos intermediários e materiais de embalagem para serem utilizados integralmente no processo de industrialização de produto 
  final destinado às atividades de exploração, de desenvolvimento e de produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos à PJ habilitada no Repetro-Industrialização. 
  - Instrução Normativa RFB nº 1901, de 17 de julho de 2019. (Incluído na NT 2020.002)"
"ipi_guideline_164","164","Suspensão","cst_ipi_05","cst_ipi_55","1","REPETRO-SPED 
  Venda dos produtos finais destinados às atividades de exploração, de desenvolvimento e de produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos previstas na Lei nº 9.478, de 6 de agosto de 1997 , na Lei nº 12.276, de 30 de junho de 2010, e na Lei nº 12.351, de 22 de dezembro de 2010, por fabricantes desses, beneficiários do RepetroIndustrialização, quando diretamente adquiridos por pessoa jurídica habilitada no RepetroSped.- Instrução Normativa RFB nº 1901, de 17 de julho de 2019. (Incluído na NT 2020.002)"
"ipi_guideline_165","165","Suspensão","cst_ipi_05","cst_ipi_55","1","O transportador com relação aos produtos tributados que transportar desacompanhados da documentação comprobatória de sua procedência; qualquer possuidor - com relação aos produtos tributados cuja posse mantiver para fins de venda ou industrialização; o industrial ou equiparado, mediante requerimento, nas operações anteriores, concomitantes ou posteriores às saídas que promover, nas hipóteses e condições estabelecidas pela Secretaria da Receita Federal, nos termos da IN RFB nº 1.081/2010. (Incluído na NT 2020.002)"
"ipi_guideline_301","301","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos industrializados por instituições de educação ou de assistência social, destinados a uso próprio ou a distribuição gratuita a seus educandos ou assistidos - Art. 54 Inciso I do Decreto 7.212/2010"
"ipi_guideline_302","302","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos industrializados por estabelecimentos públicos e autárquicos da União, dos Estados, do Distrito Federal e dos Municípios, não destinados a comércio - Art. 54 Inciso II do Decreto 7.212/2010"
"ipi_guideline_303","303","Isenção","cst_ipi_02","cst_ipi_52","1","Amostras de produtos para distribuição gratuita, de diminuto ou nenhum valor comercial - Art. 54 Inciso III do Decreto 7.212/2010"
"ipi_guideline_304","304","Isenção","cst_ipi_02","cst_ipi_52","1","Amostras de tecidos sem valor comercial- Art. 54 Inciso IV do Decreto 7.212/2010"
"ipi_guideline_305","305","Isenção","cst_ipi_02","cst_ipi_52","1","Pés isolados de calçados - Art. 54 Inciso V do Decreto 7.212/2010"
"ipi_guideline_306","306","Isenção","cst_ipi_02","cst_ipi_52","1","Aeronaves de uso militar e suas partes e peças, vendidas à União - Art. 54 Inciso VI do Decreto 7.212/2010"
"ipi_guideline_307","307","Isenção","cst_ipi_02","cst_ipi_52","1","Caixões funerários - Art. 54 Inciso VII do Decreto 7.212/2010"
"ipi_guideline_308","308","Isenção","cst_ipi_02","cst_ipi_52","1","Papel destinado à impressão de músicas - Art. 54 Inciso VIII do Decreto 7.212/2010"
"ipi_guideline_309","309","Isenção","cst_ipi_02","cst_ipi_52","1","Panelas e outros artefatos semelhantes, de uso doméstico, de fabricação rústica, de pedra ou barro bruto - Art. 54 Inciso IX do Decreto 7.212/2010"
"ipi_guideline_310","310","Isenção","cst_ipi_02","cst_ipi_52","1","Chapéus, roupas e proteção, de couro, próprios para tropeiros - Art. 54 Inciso X do Decreto 7.212/2010"
"ipi_guideline_311","311","Isenção","cst_ipi_02","cst_ipi_52","1","Material bélico, de uso privativo das Forças Armadas, vendido à União - Art. 54 Inciso XI do Decreto 7.212/2010"
"ipi_guideline_312","312","Isenção","cst_ipi_02","cst_ipi_52","1","Automóvel adquirido diretamente a fabricante nacional, pelas missões diplomáticas e repartições consulares de caráter permanente, ou seus integrantes, bem assim pelas representações internacionais ou regionais de que o Brasil seja membro, e seus funcionários, peritos, técnicos e consultores, de nacionalidade estrangeira, que exerçam funções de caráter permanente - Art. 54 Inciso XII do Decreto 7.212/2010"
"ipi_guideline_313","313","Isenção","cst_ipi_02","cst_ipi_52","1","Veículo de fabricação nacional adquirido por funcionário das missões diplomáticas acreditadas junto ao Governo Brasileiro - Art. 54 Inciso XIII do Decreto 7.212/2010"
"ipi_guideline_314","314","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos nacionais saídos diretamente para Lojas Francas - Art. 54 Inciso XIV do Decreto 7.212/2010"
"ipi_guideline_315","315","Isenção","cst_ipi_02","cst_ipi_52","1","Materiais e equipamentos destinados a Itaipu Binacional - Art. 54 Inciso XV do Decreto 7.212/2010"
"ipi_guideline_316","316","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos Importados por missões diplomáticas, consulados ou organismo internacional - Art. 54 Inciso XVI do Decreto 7.212/2010"
"ipi_guideline_317","317","Isenção","cst_ipi_02","cst_ipi_52","1","Bagagem de passageiros desembaraçada com isenção do II. - Art. 54 Inciso XVII do Decreto 7.212/2010"
"ipi_guideline_318","318","Isenção","cst_ipi_02","cst_ipi_52","1","Bagagem de passageiros desembaraçada com pagamento do II. - Art. 54 Inciso XVIII do Decreto 7.212/2010"
"ipi_guideline_319","319","Isenção","cst_ipi_02","cst_ipi_52","1","Remessas postais internacionais sujeitas a tributação simplificada. - Art. 54 Inciso XIX do Decreto 7.212/2010"
"ipi_guideline_320","320","Isenção","cst_ipi_02","cst_ipi_52","1","Máquinas e outros destinados à pesquisa científica e tecnológica - Art. 54 Inciso XX do Decreto 7.212/2010"
"ipi_guideline_321","321","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos de procedência estrangeira, isentos do II conforme Lei nº 8032/1990. - Art. 54 Inciso XXI do Decreto 7.212/2010"
"ipi_guideline_322","322","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos de procedência estrangeira utilizados em eventos esportivos - Art. 54 Inciso XXII do Decreto 7.212/2010"
"ipi_guideline_323","323","Isenção","cst_ipi_02","cst_ipi_52","1","Veículos automotores, máquinas, equipamentos, bem assim suas partes e peças separadas, destinadas à utilização nas atividades dos Corpos de Bombeiros - Art. 54 Inciso XXIII do Decreto 7.212/2010"
"ipi_guideline_324","324","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos importados para consumo em congressos, feiras e exposições - Art. 54 Inciso XXIV do Decreto 7.212/2010"
"ipi_guideline_325","325","Isenção","cst_ipi_02","cst_ipi_52","1","Bens de informática, Matéria Prima, produtos intermediários e embalagem destinados a Urnas eletrônicas - TSE - Art. 54 Inciso XXV do Decreto 7.212/2010"
"ipi_guideline_326","326","Isenção","cst_ipi_02","cst_ipi_52","1","Materiais, equipamentos, máquinas, aparelhos e instrumentos, bem assim os respectivos acessórios, sobressalentes e ferramentas, que os acompanhem, destinados à construção do Gasoduto Brasil - Bolívia - Art. 54 Inciso XXVI do Decreto 7.212/2010"
"ipi_guideline_327","327","Isenção","cst_ipi_02","cst_ipi_52","1","Partes, peças e componentes, adquiridos por estaleiros navais brasileiros, destinados ao emprego na conservação, modernização, conversão ou reparo de embarcações registradas no Registro Especial Brasileiro - REB - Art. 54 Inciso XXVII do Decreto 7.212/2010"
"ipi_guideline_328","328","Isenção","cst_ipi_02","cst_ipi_52","1","Aparelhos transmissores e receptores de radiotelefonia e radiotelegrafia; veículos para patrulhamento policial; armas e munições, destinados a órgãos de segurança pública da União, dos Estados e do Distrito Federal - Art. 54 Inciso XXVIII do Decreto 7.212/2010"
"ipi_guideline_329","329","Isenção","cst_ipi_02","cst_ipi_52","1","Automóveis de passageiros de fabricação nacional destinados à utilização como táxi adquiridos por motoristas profissionais - Art. 55 Inciso I do Decreto 7.212/2010"
"ipi_guideline_330","330","Isenção","cst_ipi_02","cst_ipi_52","1","Automóveis de passageiros de fabricação nacional destinados à utilização como táxi por impedidos de exercer atividade por destruição, furto ou roubo do veículo adquiridos por motoristas profissionais. - Art. 55 Inciso II do Decreto 7.212/2010"
"ipi_guideline_331","331","Isenção","cst_ipi_02","cst_ipi_52","1","Automóveis de passageiros de fabricação nacional destinados à utilização como táxi adquiridos por cooperativas de trabalho. - Art. 55 Inciso II do Decreto 7.212/2010"
"ipi_guideline_332","332","Isenção","cst_ipi_02","cst_ipi_52","1","Automóveis de passageiros de fabricação nacional, destinados a pessoas portadoras de deficiência física, visual, mental severa ou profunda, ou autistas - Art. 55 Inciso IV do Decreto 7.212/2010"
"ipi_guideline_333","333","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos estrangeiros, recebidos em doação de representações diplomáticas estrangeiras sediadas no País,vendidos em feiras, bazares e eventos semelhantes porentidades beneficentes - Art. 67 do Decreto 7.212/2010"
"ipi_guideline_334","334","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos industrializados na Zona Franca de Manaus - ZFM, destinados ao seu consumo interno - Art. 81 Inciso I do Decreto 7.212/2010"
"ipi_guideline_335","335","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos industrializados na ZFM, por estabelecimentos com projetos aprovados pela SUFRAMA, destinados a comercialização em qualquer outro ponto do Território Nacional - Art. 81 Inciso II do Decreto 7.212/2010"
"ipi_guideline_336","336","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos nacionais destinados à entrada na ZFM, para seu consumo interno, utilização ou industrialização, ou ainda, para serem remetidos, por intermédio de seus entrepostos, à Amazônia Ocidental - Art. 81 Inciso III do Decreto 7.212/2010"
"ipi_guideline_337","337","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos industrializados por estabelecimentos com projetos aprovados pela SUFRAMA, consumidos ou utilizados na Amazônia Ocidental,ou adquiridos através da ZFM ou de seus entrepostos na referida região - Art. 95 Inciso I do Decreto 7.212/2010"
"ipi_guideline_338","338","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos de procedência estrangeira, relacionados na legislação, oriundos da ZFM e que derem entrada na Amazônia Ocidental para ali serem consumidos ou utilizados:- Art. 95 Inciso II do Decreto 7.212/2010"
"ipi_guideline_339","339","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos elaborados com matérias-primas agrícolas e extrativas vegetais de produção regional, por estabelecimentos industriais localizados na Amazônia Ocidental, com projetos aprovados pela SUFRAMA - Art. 95 Inciso III do Decreto 7.212/2010"
"ipi_guideline_340","340","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos industrializados em Área de Livre Comércio - Art. 105 do Decreto 7.212/2010"
"ipi_guideline_341","341","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos nacionais ou nacionalizados, destinados à entrada na Área de Livre Comércio de Tabatinga - ALCT - Art. 107 do Decreto 7.212/2010"
"ipi_guideline_342","342","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos nacionais ou nacionalizados, destinados à entrada na Área de Livre Comércio de Guajará- Mirim - ALCGM - Art. 110 do Decreto 7.212/2010"
"ipi_guideline_343","343","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos nacionais ou nacionalizados, destinados à entrada nas Áreas de Livre Comércio de Boa Vista - ALCBV e Bonfim - ALCB - Art. 113 do Decreto 7.212/2010"
"ipi_guideline_344","344","Isenção","cst_ipi_02","cst_ipi_52","1","Produtos nacionais ou nacionalizados, destinados à entrada na Área de Livre Comércio de Macapá e Santana - ALCMS - Art. 117 do Decreto 7.212/2010"
